Week,Activity,Count,"Distance (miles)","Ride Time","Ride Time (secs)","Ascent (feet)","Descent (feet)",Calories,"Average Distance (miles)","Average Ride Time","Average Ride Time (secs)","Average Ascent (feet)","Average Descent (feet)","Average Calories","Average Speed (mph)","Average Pace","Average Pace (secs)","Fastest Speed (mph)","Fastest Pace","Fastest Pace (secs)",Steps,"Maximum Cadence (steps/min)","Average Cadence (steps/min)","Maximum Heart Rate (bpm)","Average Heart Rate (bpm)","Maximum Cadence (rpm)","Average Cadence (rpm)","Maximum Power (watts)","Average Power (watts)","Normalized Power (watts)","Average Power Balance (%)","Power Output (kJ)","Variability Index","Max NP (0:20)","Max NP (1:00)","Max NP (5:00)","Max NP (10:00)","Max NP (20:00)","Max NP (1:00:00)"
2019-11-03,Cycle,3,20.79,3:49:41,13781,2960,2923,3434,6.93,1:16:34,4594,987,974,1145,5.43,0:11:03,663,49.67,0:01:12,72,0,0,0,173,145,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-11-10,Cycle,4,27.02,6:14:59,22499,5080,5123,5723,6.76,1:33:45,5625,1270,1281,1431,4.32,0:13:53,833,49.58,0:01:13,73,0,0,0,174,147,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-11-17,Cycle,4,24.34,5:03:15,18195,4117,4125,4434,6.08,1:15:49,4549,1029,1031,1109,4.81,0:12:28,748,49.21,0:01:13,73,0,0,0,176,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-11-24,Cycle,2,12.61,2:29:55,8995,2073,2019,2243,6.31,1:14:57,4497,1036,1010,1121,5.05,0:11:53,713,47.94,0:01:15,75,0,0,0,175,146,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-12-01,Cycle,1,5.47,1:13:42,4422,986,983,1171,5.47,1:13:42,4422,986,983,1171,4.45,0:13:29,809,48.01,0:01:15,75,0,0,0,176,152,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-12-08,Cycle,3,17.97,3:47:42,13662,2979,3023,3318,5.99,1:15:54,4554,993,1008,1106,4.73,0:12:40,760,50.67,0:01:11,71,0,0,0,173,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-12-15,Cycle,5,29.72,6:08:01,22081,4796,4870,5117,5.94,1:13:36,4416,959,974,1023,4.85,0:12:23,743,50.09,0:01:12,72,0,0,0,174,139,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-12-22,Cycle,4,29.52,6:33:37,23617,5343,5283,5547,7.38,1:38:24,5904,1336,1321,1387,4.50,0:13:20,800,23.80,0:02:31,151,0,0,0,173,140,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2019-12-29,Cycle,7,37.40,9:14:48,33288,6145,6222,6654,5.34,1:19:15,4755,878,889,951,4.05,0:14:50,890,20.35,0:02:57,177,0,0,0,169,126,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-01-05,Cycle,4,36.66,7:42:44,27764,5383,5334,6323,9.16,1:55:41,6941,1346,1334,1581,4.75,0:12:37,757,49.40,0:01:13,73,0,0,0,176,137,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-01-12,Cycle,2,17.48,3:36:25,12985,3054,3149,2941,8.74,1:48:13,6493,1527,1575,1471,4.85,0:12:23,743,23.64,0:02:32,152,0,0,0,168,136,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-01-12,Walk,1,5.61,2:29:35,8975,1058,1031,947,5.61,2:29:35,8975,1058,1031,947,2.25,0:26:41,1601,3.86,0:15:33,933,14112,125,94,130,88,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-01-19,Cycle,2,12.92,2:27:40,8860,1896,1936,2143,6.46,1:13:50,4430,948,968,1071,5.25,0:11:26,686,22.98,0:02:37,157,0,0,0,171,142,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-01-19,Walk,2,9.12,5:02:37,18157,2026,2143,2298,4.56,2:31:19,9079,1013,1072,1149,1.81,0:33:11,1991,12.39,0:04:51,291,21935,127,72,138,96,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-01-26,Cycle,2,15.54,3:06:12,11172,2673,2718,2934,7.77,1:33:06,5586,1337,1359,1467,5.01,0:11:59,719,19.95,0:03:00,180,0,0,0,179,150,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-02-02,Cycle,4,40.95,7:41:16,27676,6327,6434,7047,10.24,1:55:19,6919,1582,1608,1762,5.33,0:11:16,676,48.82,0:01:14,74,0,0,0,181,147,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-02-09,Cycle,3,30.97,6:51:51,24711,4269,5134,5616,10.32,2:17:17,8237,1423,1711,1872,4.51,0:13:18,798,21.65,0:02:46,166,0,0,0,173,136,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-02-16,Cycle,2,14.82,2:54:55,10495,2662,2712,2685,7.41,1:27:28,5248,1331,1356,1342,5.08,0:11:48,708,22.28,0:02:42,162,0,0,0,177,147,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-02-16,Walk,1,2.97,1:44:33,6273,868,818,664,2.97,1:44:33,6273,868,818,664,1.70,0:35:12,2112,3.52,0:17:03,1023,7624,125,73,124,88,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-02-23,Cycle,3,23.40,4:35:41,16541,4205,4215,4233,7.80,1:31:54,5514,1402,1405,1411,5.09,0:11:47,707,23.26,0:02:35,155,0,0,0,174,148,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-03-01,Cycle,3,31.81,6:34:49,23689,5675,5682,5651,10.60,2:11:36,7896,1892,1894,1884,4.83,0:12:25,745,21.99,0:02:44,164,0,0,0,168,141,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-03-08,Cycle,3,26.10,5:00:35,18035,3710,3785,3679,8.70,1:40:12,6012,1237,1262,1226,5.21,0:11:31,691,22.76,0:02:38,158,0,0,0,166,127,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-03-15,Cycle,4,29.64,6:26:41,23201,5339,5297,5062,7.41,1:36:40,5800,1335,1324,1266,4.60,0:13:03,783,21.95,0:02:44,164,0,0,0,171,133,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-03-22,Cycle,3,13.94,2:50:38,10238,2327,2582,2537,4.65,0:56:53,3413,776,861,846,4.90,0:12:14,734,21.92,0:02:44,164,0,0,0,179,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-03-29,Cycle,3,20.98,3:58:12,14292,2641,2644,3120,6.99,1:19:24,4764,880,881,1040,5.28,0:11:21,681,29.71,0:02:01,121,0,0,0,171,133,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-04-12,Cycle,4,16.44,4:03:40,14620,3074,3080,2980,4.11,1:00:55,3655,769,770,745,4.05,0:14:49,889,23.27,0:00:00,0,0,0,0,172,144,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-04-19,Cycle,4,20.48,6:28:17,23297,3112,3029,4661,5.12,1:37:04,5824,778,757,1165,3.17,0:18:57,1137,37.60,0:01:36,96,0,0,0,172,126,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
2020-04-26,Cycle,4,31.90,5:36:53,20213,3176,3285,4167,7.98,1:24:13,5053,794,821,1042,5.68,0:10:34,634,22.98,0:02:37,157,0,0,0,170,128,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0
